,filename,fractal_dimension,entropy,lacunarity,SRE,LRE,RPC,Minor_Axis_Length,Solidity,Integrated_Density,Label
363,A6_3.jpg,1.342238745815604,6.331061716204113,0.0136878313508814,1.719,1306.325,12.843,1.990054598,0.949339718,173111018,1
364,A6_4.jpg,1.417050211756435,6.592810194684451,0.015196851925743,1.792,1147.797,13.522,1.746598227,0.951237068,133645202,1
365,A8_0.jpg,1.590621421665828,6.765051045693091,0.0292646846668276,2.019,47.716,44.663,1.77721466,0.941894459,163339310,1
366,A8_1.jpg,1.5959057466416355,6.790457835456341,0.0282014365136674,2.002,45.871,44.296,1.859958372,0.944665089,162620656,1
367,A8_2.jpg,1.5760760009075727,6.592879081319813,0.0257985711035259,2.097,41.22,46.799,1.660718411,0.945053354,193161134,1
368,A8_3.jpg,1.6188474216893918,6.915782527879903,0.027880346604782,1.934,48.86,42.911,1.948112622,0.940240893,144913144,1
369,A8_4.jpg,1.614563414724305,6.90215925678258,0.0292433825919484,2.015,47.165,44.698,1.725328281,0.939453637,146551217,1
370,B1_0.jpg,1.6761510368726753,5.219938838937099,0.0118730253856567,2.136,51.846,46.656,3.938406434,0.890384847,376305945,1
371,B1_1.jpg,1.6761957930345004,5.404753684484785,0.0125877984024596,2.104,53.098,46.141,4.128326054,0.889696582,362303083,1
372,B1_2.jpg,1.6988672843261814,5.677997819680268,0.0143535250500511,2.148,51.082,47.364,4.276546205,0.891688048,345268660,1
373,B1_3.jpg,1.7372112359065273,5.782561304544914,0.0148032685872097,2.033,52.929,44.906,4.709231606,0.887002791,335967648,1
374,B1_4.jpg,1.7265700256055612,6.10701421100201,0.0167368787035852,2.105,46.585,47.325,4.589210825,0.891118333,319358409,1
375,A3_0.jpg,1.5496425177244806,6.734852593957827,0.023631760739201,1.9,51.163,44.84,1.953403844,0.945508167,148625591,1
376,A3_1.jpg,1.552435226977107,6.816793192631599,0.0242344186442236,1.867,55.107,43.983,2.104711328,0.938833872,143907911,1
377,A3_2.jpg,1.4919404077407523,6.541326038034351,0.0213011907941333,1.936,53.18,44.873,1.949613425,0.946058767,187358663,1
378,A3_3.jpg,1.5441152756189247,6.399494255673601,0.0192999403165411,1.964,52.848,45.135,1.887889061,0.945939517,215788708,1
379,A3_4.jpg,1.5315244509890842,6.908201892045787,0.0253959041243933,1.832,58.279,42.737,2.145257413,0.942830728,114628183,1
380,A10_0.jpg,1.6865660746172044,6.500840268252941,0.0304974064905305,2.307,39.432,57.589,2.763588906,0.897408771,285712680,1
381,A10_1.jpg,1.7019220985893166,6.971111220306535,0.0384297666649847,2.169,51.876,50.716,3.326302285,0.89440621,238188021,1
382,A10_2.jpg,1.738913356994626,7.123325529412711,0.0411112048340585,2.214,51.678,52.384,3.336729911,0.891146897,220487850,1
383,A10_3.jpg,1.6640302884884537,6.646328511886783,0.0308858932761097,2.057,113.081,42.851,3.379564963,0.895466485,280022579,1
384,A10_4.jpg,1.663668023050103,6.2025131161630895,0.0276558592777367,2.347,41.672,56.025,2.576540143,0.904465163,322765253,1
385,A1_0.jpg,1.5336477297114044,6.1194870387647855,0.009549658572232,1.909,447.852,20.402,1.435159606,0.961668646,154822809,1
386,A1_1.jpg,1.5020468324583802,6.066882147057076,0.0093061760687908,1.954,470.506,19.886,1.405953521,0.963295964,166926434,1
387,A1_2.jpg,1.500910271152416,5.691245052181383,0.0077641395368251,1.908,121.182,34.306,1.432192639,0.959039761,215672257,1
388,A1_3.jpg,1.525582925318732,6.085457635437099,0.0089516467991714,1.802,169.593,29.811,1.726704348,0.954993278,157662900,1
389,A1_4.jpg,1.5010419078918713,5.664238394253421,0.0076507979733632,1.955,196.639,28.897,1.332272253,0.963958314,219020668,1
390,A5_0.jpg,1.661807811718656,6.214680241511459,0.0266030878057259,2.307,105.694,44.768,4.645883555,0.904467683,325819174,1
391,A5_1.jpg,1.645363629478485,5.9696935769922455,0.0255182195062628,2.212,927.017,26.387,4.617202102,0.897606485,335120621,1
392,A5_2.jpg,1.6851554369363713,6.686727299139428,0.0321984566300958,2.067,2190.583,16.785,5.924414798,0.896855006,289730245,1
393,A5_3.jpg,1.6503599541776792,6.390740117682047,0.0280379109488898,2.171,60.759,45.372,5.744841212,0.900521018,313114005,1
394,A5_4.jpg,1.699224200471407,6.3608819229109335,0.0289210419368728,2.162,505.574,31.189,5.484767502,0.900545911,310794058,1
395,A9_0.jpg,1.6658717607446552,7.080846318140561,0.0364449427702704,1.898,59.942,42.248,3.230327297,0.904480383,182835845,1
396,A9_1.jpg,1.6568445618661891,7.136567074695505,0.0378476537750387,1.906,92.785,37.045,3.164722195,0.906739771,174103205,1
397,A9_2.jpg,1.600101795060597,6.220008517844052,0.0246539558973633,2.148,71.04,42.36,2.487042674,0.915850723,294824005,1
398,A9_3.jpg,1.6586896124526285,7.203609603249431,0.0390494915530899,1.854,93.666,37.161,3.330848697,0.900668797,162570713,1
399,A9_4.jpg,1.6454325761650042,6.611842492007002,0.0292944357432225,1.908,55.438,42.795,3.249265403,0.90430467,241658851,1
400,GBM-14_0.jpg,1.770321348199557,6.008229538214857,0.0581894017342222,2.806,15.264,74.607,3.607848384,0.873942704,269194750,1
401,GBM-14_1.jpg,1.7313272448978787,5.251705141158593,0.0486006397755392,2.905,13.482,78.212,3.261961501,0.876672007,318045466,1
402,GBM-14_2.jpg,1.7387383171173107,5.595353024880736,0.0511675199354515,2.844,14.526,76.077,3.7615924,0.875195566,300390138,1
403,GBM-14_3.jpg,1.8080296783986505,6.732956740267282,0.0667892419055081,2.804,15.348,74.534,4.513328121,0.854453242,239593680,1
404,GBM-14_4.jpg,1.7597904907132536,6.588045327788673,0.0632221366003571,2.674,18.664,69.419,4.669531151,0.857360879,234570580,1
405,GBM-11_0.jpg,1.49853871590243,4.74532534508469,0.0314142627922898,2.499,29.178,58.452,1.344352231,0.962140512,275815710,1
406,GBM-11_1.jpg,1.5045955069786037,5.001688408331658,0.0336641635407434,2.486,36.021,56.641,1.347297188,0.963026931,260380426,1
407,GBM-11_2.jpg,1.500534270812122,4.7424284907616,0.031836390465326,2.53,39.282,56.439,1.357961498,0.96415272,278494989,1
408,GBM-11_3.jpg,1.5076262220067456,6.262881878420031,0.0438930104153995,2.291,37.21,52.405,1.76838407,0.955912149,161010819,1
409,GBM-11_4.jpg,1.5173490277669055,5.344140615422,0.0365984473961362,2.515,42.804,56.721,1.437386717,0.959596435,234983300,1
410,A7_0.jpg,1.4626982852881256,6.83775902638349,0.042665137025884,2.059,130.919,45.688,2.497533762,0.924426181,277460929,1
411,A7_1.jpg,1.4429411571066575,7.32385119506954,0.0621515569504371,1.773,63.449,47.636,3.029753815,0.922055749,110004622,1
412,A7_2.jpg,1.4492771253958805,7.290697619061926,0.0576315786921697,1.737,441.777,26.897,2.724434426,0.922426844,158956860,1
413,A7_3.jpg,1.4640275446676332,7.3618582832258435,0.0635899363759101,1.84,136.956,42.895,2.576607621,0.919356543,96988990,1
414,A7_4.jpg,1.4319256827115736,6.9767914832035,0.047722912218693,2.03,99.544,47.763,2.488822242,0.924585088,245035654,1
415,GBM-12_0.jpg,1.425384895929344,5.162150138515497,0.034824976129797,2.383,47.723,48.928,2.225361157,0.948369939,245236336,1
416,GBM-12_1.jpg,1.4110229540076888,5.465741806539238,0.0370344115401533,2.317,50.889,47.655,2.466655837,0.943704165,218761957,1
417,GBM-12_2.jpg,1.4283776867064122,4.8811167738194765,0.0326687717870806,2.405,46.989,49.33,2.163851387,0.950315567,262396497,1
418,GBM-12_3.jpg,1.4382259460882238,4.840713805412516,0.0325295511485113,2.381,42.222,50.662,2.147018515,0.950315888,261457163,1
419,GBM-12_4.jpg,1.4332714663429151,5.852752465563012,0.0409386543777567,2.314,54.408,46.491,2.329060211,0.947791776,187601645,1
420,A2_0.jpg,1.8413367905431504,6.050056611980053,0.0091826037326615,1.912,51.493,58.473,3.422630454,0.88256297,462972966,1
421,A2_1.jpg,1.8661973145854256,6.347366867217231,0.0114797706034539,1.772,55.709,55.475,4.027819604,0.876909998,479262215,1
422,A2_2.jpg,1.356179290115175,6.043804209311359,0.0096660403084194,1.883,95.897,48.18,24.68712627,0.892400245,738817506,1
423,A2_3.jpg,1.2873679071067703,6.754342934026919,0.0658920206083868,1.759,154.424,39.891,30.82831112,0.903920419,603092983,1
424,A2_4.jpg,1.843648272989556,6.042425586870123,0.0093074967363756,1.9,49.232,59.078,3.491533154,0.883705237,472654267,1
425,GBM_0.jpg,1.6405524522756123,5.686142339823133,0.0599493382157331,2.516,27.525,64.563,3.576762426,0.882989637,300981080,1
426,GBM_1.jpg,1.637632883785722,4.8905372607335655,0.0503313303576695,2.679,37.485,67.229,3.119412235,0.889969095,356364711,1
427,GBM_2.jpg,1.6683068941321986,5.425401471332144,0.0568325145259051,2.62,24.536,67.672,3.335623937,0.890761642,324650957,1
428,GBM_3.jpg,1.6240377170927929,5.38342122209098,0.0525222174102345,2.454,52.894,57.684,3.341943083,0.885135356,326184136,1
429,GBM_4.jpg,1.6766710360451709,5.872068931701979,0.0598809832934694,2.489,35.79,60.652,3.762617239,0.882617379,290660641,1
430,GBM-1_0.jpg,1.7085394698891565,5.871953118671443,0.068131086041372,2.776,15.773,74.103,3.638465356,0.887073335,291583547,1
431,GBM-1_1.jpg,1.6774903357260704,5.197806719899295,0.0598081549349148,2.873,15.551,77.058,3.381380662,0.888305291,327601704,1
432,GBM-1_2.jpg,1.7218697099149058,5.7560678152007885,0.0676496640523997,2.838,14.579,76.598,3.441061441,0.889027846,302843452,1
433,GBM-1_3.jpg,1.707972098532356,5.673760836860271,0.0659935611002848,2.854,14.292,76.851,3.397602289,0.890104545,308992549,1
434,GBM-1_4.jpg,1.7377985335086412,6.473546128263132,0.0769780832163699,2.774,15.902,73.994,4.173433006,0.883160418,255989645,1
435,GBM-4_0.jpg,1.7656468105114662,5.2332832277658525,0.0367146517237417,2.748,25.492,63.905,4.570172865,0.878004268,348882012,1
436,GBM-4_1.jpg,1.7119983586657113,4.938700562710744,0.0349917422733534,2.793,23.95,65.963,4.495781152,0.879164142,362087904,1
437,GBM-4_2.jpg,1.714035438631928,4.956076145453931,0.0347101730766292,2.78,23.387,65.488,4.460510047,0.876000018,361980231,1
438,GBM-4_3.jpg,1.7325191617507043,5.401106891183321,0.0386695750857358,2.767,25.23,64.5,4.701079065,0.880647476,343071189,1
439,GBM-4_4.jpg,1.7293163467881223,4.994991618356058,0.0362494546057601,2.781,29.877,63.996,4.080819066,0.886784242,357975208,1
440,GBM-6_0.jpg,1.7225645184356342,5.456287573756329,0.0612529147256205,2.841,15.463,89.079,2.202092909,0.87966081,380387031,1
441,GBM-6_1.jpg,1.7073446550730274,5.776506200294868,0.0619957726826874,2.714,18.548,83.307,2.566605385,0.873928767,339630446,1
442,GBM-6_2.jpg,1.7401939074211978,5.638423369449601,0.0621221916243261,2.856,16.943,88.084,2.456059272,0.87588205,362552067,1
443,GBM-6_3.jpg,1.7579247845778163,6.221524314918037,0.0699680272701651,2.768,18.467,84.571,2.725086427,0.869436966,310071162,1
444,GBM-6_4.jpg,1.745308372251517,6.01393121074013,0.0674089791374036,2.753,17.475,85.21,2.339959643,0.877042336,318974516,1
445,C1_0.jpg,1.6156679984249278,6.156364708041534,0.0166347707755196,1.812,168.748,34.786,3.859677943,0.899587144,300687544,1
446,C1_1.jpg,1.5910828065474172,5.778947683546755,0.0134950906614931,1.875,93.157,39.431,3.799679448,0.901782084,341533123,1
447,C1_2.jpg,1.601050647590288,5.755667576401927,0.0144583562102481,1.909,110.112,38.728,3.685465139,0.904504198,335331051,1
448,C1_3.jpg,1.6223002699304516,6.285013541200239,0.0173843354059113,1.81,155.145,35.267,4.107739148,0.901667826,288455946,1
449,C1_4.jpg,1.5983410710344372,5.823473186762811,0.0144012947197037,1.885,129.55,37.454,3.854197921,0.903485583,331804500,1
450,GBM-13_0.jpg,1.6097128944819776,6.352147340894889,0.0588415020478946,2.643,20.46,67.516,1.831734711,0.927315192,183395411,1
451,GBM-13_1.jpg,1.6046434855510705,5.903707450418811,0.0532852595109399,2.673,19.871,67.976,1.672530037,0.936942066,221526758,1
452,GBM-13_2.jpg,1.6051073159049196,5.911234247912389,0.0538745505325969,2.702,18.604,69.233,1.67916026,0.936410632,220107133,1
453,GBM-13_3.jpg,1.5930426979138896,5.985046655570705,0.0570461421153612,2.63,20.93,66.33,1.860287431,0.933133067,216369904,1
454,GBM-13_4.jpg,1.6150943499990589,6.260056135367252,0.0582093772014489,2.663,20.782,67.855,1.579275349,0.928117178,189235572,1
455,43-F-GBM_0.jpg,1.663820860629207,4.725943765531439,0.0204249817300631,2.537,26.352,56.252,4.963548793,0.881391374,292091209,1
456,43-F-GBM_1.jpg,1.7691914085406704,4.831391417886439,0.0206528809755514,2.427,44.847,50.249,4.89729045,0.885871932,288296468,1
457,43-F-GBM_2.jpg,1.714243559783844,5.964813332527187,0.0268964165507003,2.406,29.604,52.731,5.534815221,0.879627172,247851360,1
458,43-F-GBM_3.jpg,1.6828481900937466,5.258989636901065,0.0231303044111313,2.458,26.354,54.741,5.145545443,0.882666022,272912088,1
459,43-F-GBM_4.jpg,1.691978353672992,5.413103163066555,0.0236863188034193,2.481,30.237,54.418,5.196223305,0.885264118,267116894,1
460,52-M-GBM_0.jpg,1.2395429822410668,5.688787950739489,0.0386349995239603,1.955,119.385,34.775,3.062780858,0.948381273,203678349,1
461,52-M-GBM_1.jpg,1.2986838070480613,6.528496898155258,0.0474652915419296,1.826,134.49,32.091,2.568415571,0.947472009,140341206,1
462,52-M-GBM_2.jpg,1.269552454783078,6.923607363196773,0.0529112353935405,1.661,238.952,25.545,2.750694702,0.945297212,94164985,1
463,52-M-GBM_3.jpg,1.267522272291125,6.495184734732091,0.0480143301579959,1.751,201.862,27.701,3.036088219,0.949185825,134632243,1
464,52-M-GBM_4.jpg,1.2603952420448492,5.08561856645996,0.0336970472798233,2.075,96.574,37.505,2.70093371,0.955247792,245601967,1
465,58-F-GBM_0.jpg,1.5760356949435592,7.58194176221384,0.1534181067552514,1.775,92.452,43.779,3.469139584,0.912392598,172853922,1
466,58-F-GBM_1.jpg,1.5397611777918068,7.258142438251164,0.1255347278214852,1.801,97.832,43.758,3.439182688,0.913654948,266730867,1
467,58-F-GBM_2.jpg,1.5661820799112731,7.272314151222254,0.1222616384516789,1.753,112.951,41.79,3.175810174,0.911382476,265159446,1
468,58-F-GBM_3.jpg,1.5212383151046938,7.343214257685003,0.1377866463156683,1.611,149.849,36.762,3.681071584,0.912780323,238920552,1
469,58-F-GBM_4.jpg,1.504765726778103,6.975835647073786,0.112284062229012,1.693,132.428,38.732,3.372182791,0.91857283,314881248,1
470,47-M-GBM_0.jpg,1.5105088707049306,5.166304532717152,0.0216794766862744,1.954,87.706,37.961,2.713699771,0.915059875,241897163,1
471,47-M-GBM_1.jpg,1.4887235556473386,4.915783685101641,0.0208311411949071,2.032,78.856,39.435,2.319702513,0.925570014,258153213,1
472,47-M-GBM_2.jpg,1.5460638240930793,6.211820749539244,0.027873179424879,1.891,88.428,37.426,2.817062627,0.913208528,171525247,1
473,47-M-GBM_3.jpg,1.538889576952612,5.986397504583088,0.026527157135032,1.897,96.182,36.694,2.585622881,0.910456389,183961504,1
474,47-M-GBM_4.jpg,1.5361006852378596,5.981230128514888,0.0264032874387756,1.91,82.582,38.085,2.916330456,0.913246043,186003510,1
475,35-M-GBM-1_0.jpg,1.713269921886229,6.686841227040911,0.0274344405959854,2.548,21.462,54.93,3.468208621,0.867136368,174470267,1
476,35-M-GBM-1_1.jpg,1.7442837976880023,6.684932997979284,0.0269887520735443,2.54,23.71,53.428,3.4829221,0.870638224,184040341,1
477,35-M-GBM-1_2.jpg,1.7924001321044063,7.068661354353461,0.032859892633194,2.458,25.597,51.514,4.053713236,0.86988084,155523999,1
478,35-M-GBM-1_3.jpg,1.7462450459551278,6.724196332835129,0.0287672429602191,2.548,22.998,53.937,3.534738763,0.869017564,180774390,1
479,35-M-GBM-1_4.jpg,1.767445125434971,6.886352289372074,0.0300028725424614,2.548,22.751,53.896,3.672716594,0.873535626,168313016,1
480,42-M-GBM-4_0.jpg,1.826113496732259,7.261276124035606,0.0944064147682968,2.866,15.896,96.867,4.59891216,0.85224938,408850865,1
481,42-M-GBM-4_1.jpg,1.8097216183681784,6.904295340921545,0.0812859777776223,2.88,16.107,96.733,4.055767188,0.851796922,464735978,1
482,42-M-GBM-4_2.jpg,1.8109372946723985,7.140020675409548,0.0868921666678285,2.883,14.044,98.16,4.447475472,0.85818484,432359871,1
483,42-M-GBM-4_3.jpg,1.7835445459728392,6.666023907225197,0.0756418525850254,2.891,17.547,95.495,3.778163584,0.854267132,501604276,1
484,42-M-GBM-4_4.jpg,1.8055917827858805,7.137127949769901,0.0852576864062985,2.845,15.33,95.743,4.654412886,0.857364504,432283729,1
485,65-M-GBM_0.jpg,1.7095465594205783,7.461566802344203,0.0933955917692834,2.315,46.358,67.299,3.595990975,0.902100578,293088541,1
486,65-M-GBM_1.jpg,1.6947896310503916,6.977017256928891,0.0850286184634621,2.373,39.912,70.22,3.290162659,0.908839961,362343628,1
487,65-M-GBM_2.jpg,1.663137014697149,7.194980995723305,0.0869197060483703,2.271,55.051,63.024,3.515813256,0.910920622,347608552,1
488,65-M-GBM_3.jpg,1.7035146081214163,7.507579205142982,0.1042502520901082,2.206,55.99,61.879,4.018587822,0.904705702,234634039,1
489,65-M-GBM_4.jpg,1.706239856265373,7.315454947591562,0.0885463050634196,2.361,40.07,69.726,3.64157565,0.905976199,316708325,1
490,GBM-10_0.jpg,1.7348548925765217,6.579515207027873,0.0989206044444646,2.903,17.439,80.973,3.692959584,0.859680208,290375470,1
491,GBM-10_1.jpg,1.744682924438969,6.311180061104954,0.0958558150792061,2.944,16.064,82.403,3.374804475,0.865861562,309523646,1
492,GBM-10_2.jpg,1.741131795141253,5.777899242609286,0.0879777841699673,2.994,15.279,84.719,3.063636204,0.865729406,346789075,1
493,GBM-10_3.jpg,1.7461616220915517,6.33377347000113,0.0969114631032461,2.925,16.668,81.528,3.432953767,0.862629401,305809013,1
494,GBM-10_4.jpg,1.7203757516246942,5.345682885041442,0.0793810686325624,2.995,15.625,84.215,2.879132971,0.868501613,377960717,1
495,GBM-7_0.jpg,1.7292369021377831,6.739496453929466,0.0814526172615177,2.688,18.706,79.57,2.169176297,0.89410945,216694507,1
496,GBM-7_1.jpg,1.7016225720234384,6.410858347655027,0.0755502339103997,2.747,17.233,82.225,2.028698095,0.901280073,257831394,1
497,GBM-7_2.jpg,1.7133846074364667,6.626489334824546,0.0793251328106287,2.719,17.59,81.343,2.150727735,0.895197477,228881454,1
498,GBM-7_3.jpg,1.6878707021883876,6.294444027966936,0.073265673716157,2.738,18.113,81.78,1.828919387,0.898991527,260196375,1
499,GBM-7_4.jpg,1.689398228761689,5.418912701481125,0.0615484393611121,2.778,16.841,83.289,1.786356156,0.908845559,338254851,1
500,42-M-GBM_0.jpg,1.598528168694074,3.868606952688802,0.0162573982392294,2.514,541.983,33.443,4.680743159,0.859858377,320379317,1
501,42-M-GBM_1.jpg,1.624434529231691,4.015867773031572,0.0175279720211309,2.655,40.86,57.822,3.892361942,0.867786982,317610157,1
502,42-M-GBM_2.jpg,1.7029187376332728,4.774508252587287,0.0209403613598228,2.549,24.208,57.561,4.334308974,0.867142148,290450732,1
503,42-M-GBM_3.jpg,1.6301638050128189,3.795915970686343,0.0168052976172271,2.669,1923.457,22.065,3.668758158,0.870441202,323387086,1
504,42-M-GBM_4.jpg,1.6431270976655123,4.818731232528667,0.0217920285773228,2.528,876.579,30.531,4.759053176,0.85940629,287208530,1
505,35-M-GBM-2(1)_0.jpg,1.7462446765983828,7.128233679146406,0.0315688914205068,2.407,31.604,44.895,3.765448869,0.888817379,159537807,1
506,35-M-GBM-2(1)_1.jpg,1.7092233353712805,6.679230523863782,0.027237082311306,2.564,23.212,49.764,3.288973412,0.878510436,180260461,1
507,35-M-GBM-2(1)_2.jpg,1.7637559066441968,6.685814194443651,0.0277677575391182,2.562,22.955,50.142,3.391692576,0.873974455,178953975,1
508,35-M-GBM-2(1)_3.jpg,1.6922299297067462,6.580688245186464,0.0256737333819814,2.549,24.328,49.207,3.287312288,0.874890627,186807321,1
509,35-M-GBM-2(1)_4.jpg,1.7251903407104547,6.931666669553744,0.0292304240763124,2.442,27.109,47.017,4.005434663,0.87080321,166037479,1
510,35-M-GBM-2_0.jpg,1.7520699613358044,6.243630259094636,0.0207350042959869,2.494,32.439,45.896,3.272920426,0.87463468,205060136,1
511,35-M-GBM-2_1.jpg,1.7239448670957416,6.572175717732495,0.0245013628639119,2.534,24.348,49.028,3.442186175,0.875027531,188408947,1
512,35-M-GBM-2_2.jpg,1.7268117636325602,6.515731085939198,0.0243923707354361,2.592,22.276,50.622,3.236538281,0.877169282,194445327,1
513,35-M-GBM-2_3.jpg,1.7488329152289237,6.692897431286988,0.0270318262799956,2.508,23.932,48.863,3.868596974,0.869061752,179899665,1
514,35-M-GBM-2_4.jpg,1.7693676311209652,6.869090160730388,0.0286080029636125,2.47,26.998,47.158,3.98284918,0.87249437,170866945,1
515,GBM-9_0.jpg,1.7845859392970649,5.385112703434393,0.0233870459475123,2.434,31.195,60.545,2.865061684,0.874647809,316754049,1
516,GBM-9_1.jpg,1.7918508696302224,5.809487000781403,0.0263572302116699,2.419,34.448,59.372,2.915645251,0.867279151,288564697,1
517,GBM-9_2.jpg,1.7601962152827442,5.1452352649566215,0.0219295250074041,2.433,28.894,61.775,2.842514783,0.876524428,330204042,1
518,GBM-9_3.jpg,1.794042158514888,6.186050544745162,0.0261500726659412,2.28,36.172,56.418,3.99015515,0.86022953,273277042,1
519,GBM-9_4.jpg,1.767705060070331,5.6065445158753535,0.0241844838906773,2.366,31.958,59.37,3.279164767,0.873719024,303220613,1
520,GBM-5_0.jpg,1.7136780910385812,5.322607647143423,0.029914470005713,2.505,23.015,64.27,3.234837775,0.899848632,294507588,1
521,GBM-5_1.jpg,1.7141590212856677,5.058504496168969,0.0268623544489234,2.513,22.054,65.598,2.685160364,0.899453232,314738917,1
522,GBM-5_2.jpg,1.7073156644094614,4.792918386473519,0.0255716103194202,2.622,19.255,68.78,2.585537399,0.905944609,333804281,1
523,GBM-5_3.jpg,1.7598679491284486,6.239729000352683,0.0361672507407856,2.463,24.289,62.863,3.256444176,0.897151649,250456265,1
524,GBM-5_4.jpg,1.7450008991876798,5.974278956656811,0.0326429272279009,2.413,24.599,62.324,3.26971946,0.896509939,254828792,1
525,63-F-GBM_0.jpg,1.6246765517030508,7.05946476481952,0.0584655995538134,2.313,33.766,65.94,2.211122111,0.914949715,279310723,1
526,63-F-GBM_1.jpg,1.597058586655924,6.846762026037376,0.0503367823628745,2.263,36.951,64.568,2.553208625,0.908515038,321630203,1
527,63-F-GBM_2.jpg,1.5989526269209613,6.584061110029487,0.0446625908025317,2.386,30.464,68.773,1.899903275,0.91939718,387816895,1
528,63-F-GBM_3.jpg,1.6009821152457024,6.785293555794922,0.0472572880961081,2.403,30.094,69.615,1.961308218,0.917843375,366683743,1
529,63-F-GBM_4.jpg,1.592414605586499,6.952928397599257,0.0574169224367517,2.278,40.9,63.286,2.200516583,0.914967371,291635598,1
530,38-M-GBM_0.jpg,1.7391640566213429,6.0720333364167205,0.0117813013813936,1.954,59.234,47.248,3.531698031,0.887469638,309203347,1
531,38-M-GBM_1.jpg,1.7691171781930932,6.538376325236719,0.0135633985564632,1.886,65.992,45.345,3.786142542,0.885167683,257853501,1
532,38-M-GBM_2.jpg,1.7234593379605487,5.8329893209435575,0.0109981742251209,2.025,54.109,49.289,3.292482236,0.889942466,337909765,1
533,38-M-GBM_3.jpg,1.7605002225234907,6.565412370174927,0.013824659897808,1.913,64.088,46.035,3.80962523,0.883437887,259152448,1
534,38-M-GBM_4.jpg,1.7288340496249208,5.7810001196454985,0.0101706139991799,1.974,56.098,48.201,3.609899307,0.886163044,348565293,1
535,42-M-5_0.jpg,1.7590275024471096,6.468660061356376,0.0305165200815365,2.471,22.188,78.847,2.348340007,0.905124151,427872711,1
536,42-M-5_1.jpg,1.863695822145366,7.316732068660068,0.0459743222641833,2.276,29.873,70.799,5.623153101,0.853146474,324305609,1
537,42-M-5_2.jpg,1.8398467981879376,7.192129379058101,0.0427271732980986,2.324,28.218,72.595,4.179272846,0.865031962,313988519,1
538,42-M-5_3.jpg,1.800882871446317,7.063205316263545,0.0382686367791609,2.252,29.602,70.2,3.5816316,0.884320977,313012809,1
539,42-M-5_4.jpg,1.7800473779753798,6.799607717335936,0.0362873373703429,2.481,22.511,78.81,2.687542835,0.897282905,376846856,1
540,35-M-GBM-3(1)_0.jpg,1.609254238705941,5.592760861193673,0.0288144320042712,2.28,34.272,53.573,3.622116229,0.904627009,244183123,1
541,35-M-GBM-3(1)_1.jpg,1.6149122883925753,4.742110882257567,0.0242134236407454,2.125,111.207,40.217,3.361649604,0.903589973,300449295,1
542,35-M-GBM-3(1)_2.jpg,1.5829306107315526,5.255302337892069,0.0264515691702126,2.005,55.849,44.357,3.736872537,0.905700176,267860430,1
543,35-M-GBM-3(1)_3.jpg,1.6207100964566314,5.634383734212608,0.0290952779176458,2.28,44.216,50.668,3.535243804,0.904854892,246186540,1
544,35-M-GBM-3(1)_4.jpg,1.6315524375282116,5.977630686607354,0.0324399548956105,1.915,86.471,38.34,3.656015423,0.902581635,219398996,1
545,11-F-GBM_0.jpg,1.6295676770465048,5.826873352854457,0.0439992738373841,2.567,22.009,62.764,3.448827814,0.898152741,232887670,1
546,11-F-GBM_1.jpg,1.6038665499245786,4.9653688408760335,0.0367343729990537,2.647,34.049,61.525,3.283712064,0.901002026,282276364,1
547,11-F-GBM_2.jpg,1.6491508413408067,6.330517782101129,0.0494229526785525,2.42,27.764,57.799,3.615514403,0.891141017,199297850,1
548,11-F-GBM_3.jpg,1.6560975309971608,6.183343661100532,0.0486964914138099,2.459,26.468,58.92,3.420573116,0.893835861,209670199,1
549,11-F-GBM_4.jpg,1.632294565280748,5.720319856327224,0.0438667975715818,2.535,23.116,61.38,3.322021602,0.89962098,237448459,1
550,GBM-3_0.jpg,1.7324155448022336,4.909491202823763,0.0354679226881568,2.709,17.749,81.511,1.932637849,0.893028854,419869671,1
551,GBM-3_1.jpg,1.733709726998325,5.793917340268866,0.0428371682649422,2.619,19.533,78.355,2.3271554,0.885212685,341465230,1
552,GBM-3_2.jpg,1.709663312231266,4.988818483701153,0.035877180070218,2.688,18.504,80.299,1.921672708,0.893711452,418621024,1
553,GBM-3_3.jpg,1.7342113844942133,6.182015945699052,0.0465293422468221,2.625,19.387,78.53,2.450370984,0.881986555,301356247,1
554,GBM-3_4.jpg,1.7342635055633062,5.919297592923953,0.0439687641415043,2.613,20.137,77.819,2.243789048,0.885629644,334392042,1
555,J13_0.jpg,1.6788055429977289,6.294165776240154,0.0454845667997114,2.39,32.641,60.827,2.839619453,0.931602439,334775305,1
556,J13_1.jpg,1.658504454179147,7.0485010428997965,0.0634400820745568,2.297,30.916,58.984,3.580225714,0.92758562,239526019,1
557,J13_2.jpg,1.6490162212283734,6.759170020256615,0.056075621287926,2.355,29.811,60.658,3.260950146,0.927524917,279365588,1
558,J13_3.jpg,1.6770872143876905,7.310081454625363,0.0734408712085072,2.234,35.345,56.275,3.862922617,0.924674493,198041839,1
559,J13_4.jpg,1.6493713148813294,6.683313955541942,0.0548157648287758,2.243,33.833,57.004,3.29088089,0.928184825,285891519,1
560,40-F-GBM_0.jpg,1.6131851794543095,4.993849902314778,0.0105300105457808,2.338,37.14,41.972,1.119192659,0.955721176,162175822,1
561,40-F-GBM_1.jpg,1.557450498406023,5.062339584705414,0.0128706611516408,2.349,35.973,43.014,1.194453112,0.950968915,160558775,1
